hospital_key,hospital_name,oh_region,peer_group,reporting_period,period_date,indicator_code,indicator_label,avg_hours,patient_volume,pct_within_target,target_hours,over_target_flag
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.04,968.0,25.0,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.29,1946.0,84.9,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.89,2923.0,45.6,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.27,5076.0,77.7,2.0,1
health sciences north,Health Sciences North,North,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.84,1256.0,27.5,8.0,1
health sciences north,Health Sciences North,North,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.93,2584.0,84.9,8.0,0
health sciences north,Health Sciences North,North,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.15,3070.0,57.3,4.0,1
health sciences north,Health Sciences North,North,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.84,4790.0,64.2,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.74,993.0,25.0,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.55,1870.0,89.5,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.0,3222.0,67.9,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.51,4406.0,66.8,2.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.79,931.0,,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.57,2319.0,92.9,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.92,3757.0,70.3,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.64,5788.0,68.4,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.76,1124.0,25.0,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.99,2203.0,88.1,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.42,3526.0,65.4,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.19,,78.4,2.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.74,839.0,25.0,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.52,2520.0,87.2,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.34,2621.0,50.7,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.06,5297.0,82.6,2.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.79,1250.0,25.0,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.56,2473.0,86.9,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.08,3238.0,66.1,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.37,4976.0,69.3,2.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.33,1047.0,25.4,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.3,1966.0,89.5,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.47,3068.0,60.1,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.19,3996.0,79.7,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,19.75,1002.0,25.0,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.75,2657.0,95.0,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.11,2525.0,67.1,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.34,3866.0,76.9,2.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.69,1245.0,25.1,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.87,1782.0,81.1,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.49,3549.0,59.3,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.5,3856.0,71.3,2.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.81,950.0,25.0,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.71,1896.0,81.1,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.19,3684.0,69.8,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.18,4174.0,81.0,2.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.0,880.0,32.5,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.46,2397.0,86.9,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.45,3843.0,52.3,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,5848.0,87.2,2.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.17,995.0,25.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.18,2235.0,81.7,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.08,3660.0,57.5,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.29,5028.0,74.9,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,21.76,825.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",9.66,1979.0,71.1,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.68,3465.0,59.6,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.41,5360.0,72.2,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.59,1255.0,25.0,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",9.27,1870.0,,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.33,3474.0,50.6,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.45,5110.0,71.9,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.78,1110.0,,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",9.62,2588.0,,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",7.29,3330.0,41.4,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.3,4469.0,75.6,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.26,1249.0,25.5,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.79,2348.0,92.3,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.42,3039.0,67.1,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.54,4800.0,64.7,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.85,1089.0,25.0,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.91,2450.0,77.3,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.56,3763.0,48.6,4.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.3,4376.0,73.6,2.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.49,1038.0,28.5,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.32,2609.0,93.9,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202501,2025-01-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.14,2853.0,67.0,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202501,2025-01-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,4429.0,85.5,2.0,0
grand river hospital,Grand River Hospital,West,Large Community,202502,2025-02-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.29,857.0,36.1,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202502,2025-02-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.19,2044.0,88.4,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202502,2025-02-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.72,3399.0,62.8,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202502,2025-02-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.4,3950.0,69.0,2.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202502,2025-02-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,,1240.0,41.9,8.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202502,2025-02-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.68,1726.0,78.4,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202502,2025-02-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.64,2847.0,62.4,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202502,2025-02-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.24,4214.0,77.0,2.0,1
